Predictor1,Predictor2,Predictor3,Predictor4,Predictor5,Predictor6,Predictor7,Predictor8,Predictor9,Predictor10,Target1,Target2
YP-I-VFV-RTI2,BKNFF,Yze Cpbftcpo,B,Q,PAY,CT,1,1,,0,0
QM-I-UFF-QTF,BKNFH,Yze Cpbftcpo,A,P,AXM,UQ,1,1,,0,0
QJ-I-XFO-RTI1,BKNQG,Yze Cpbftcpo,B,S,PAY,UN,1,1,,1,0
HT-I-VGS-RTI1,BKNDF,Yze Cpbftcpo,A,Q,PAY,LX,1,1,,0,0
YZ-I-LHC-FRI6,BKNQG,Yze Cpbftcpo,B,G,YMP,CD,10,1,,0,1
P7-I-WGD-QTF,BKNFF,Yze Cpbftcpo,A,R,AXM,T7,1,1,,0,0
FW-I-LIF-RTI3,BKNDF,Yze Cpbftcpo,B,G,PAY,JA,5,1,,0,0
PZ-I-VFN-RTI1,BKNRG,Yze Cpbftcpo,B,Q,PAY,TD,6,1,,1,0
YM-I-RFR-RTI1,BKNDG,Yze Cpbftcpo,B,M,PAY,CQ,2,2,,0,0
HS-I-TFJ-RTI2,BKNDH,Yze Cpbftcpo,B,O,PAY,LW,5,2,,0,0
FY-I-VFL-RTI1,BKNDG,Yze Cpbftcpo,B,Q,PAY,JC,3,0,,0,0
PX-I-VLN-RTI1,BKNDF,Yze Cpbftcpo,B,Q,PAY,TB,1,1,,0,0
GH-I-LFU-FRI3,BKNQG,Yze Cpbftcpo,B,G,YMP,KL,3,1,,0,0
XE-I-VFM-RTI1,BKNFI,Yze Cpbftcpo,B,Q,PAY,BI,1,1,,0,0
FY-I-DFH-QTF,BKNDG,Yze Spwo zc Hltgpo mfe Cpbftcpo,C,Y,AXM,JC,8,1,8,1,1
OF-I-WHG-FRI1,BKNDH,Yze Cpbftcpo,A,R,YMP,SJ,1,1,1,0,0
GX-I-VFJ-FRI1,BKNQF,Hltgpo,D,Q,YMP,JO,15,1,1,0,1
RT-I-XFM-RTI2,BKNQG,Yze Cpbftcpo,B,S,PAY,VX,1,1,1,0,0
FY-I-DFP-FRI2,BKNDG,Hltgpo,C,Y,YMP,JC,11,1,5,1,0
SA-I-LUI-FRI1,BKNDG,Yze Cpbftcpo,D,G,YMP,CQ,1,1,1,0,0
GF-I-VIG-FRI2,BKNRG,Spwo,B,Q,YMP,KJ,4,2,2,0,1
YB-I-PIA-QTF,BKNDH,Yze Cpbftcpo,A,K,AXM,CF,1,1,4,0,0
OT-I-IFW-RTI1,BKNQG,Spwo,B,D,PAY,SX,4,2,3,0,0
FY-I-LHT-FRI3,BKNDG,Yze Cpbftcpo,B,G,YMP,JC,3,1,2,0,1
NV-I-VHL-FRI2,BKNRF,Spwo,B,Q,YMP,RZ,3,1,2,0,0
NX-I-WJJ-QTF,BKNQH,Yze Cpbftcpo,A,R,AXM,RB,1,1,3,0,1
YZ-I-JSI-FRI14,BKNQG,Yze Cpbftcpo,A,E,YMP,CD,1,1,1,0,0
GF-I-LFH-FRI11,BKNRG,Yze Cpbftcpo,B,G,YMP,KJ,23,1,4,0,0
YB-I-DFG-FRI1,BKNDH,Spwo,C,Y,YMP,CF,8,1,7,0,0
PX-I-TGX-FRI1,BKNDF,Yze Cpbftcpo,B,O,YMP,TB,1,1,1,0,0
NI-I-VFN-FRI6,BKNDG,Hltgpo,B,Q,YMP,RM,8,1,2,0,1
NY-I-LFN-FRI1,BKNFI,Yze Cpbftcpo,B,G,YMP,RC,1,1,3,0,0
HS-I-TFT-QTF,BKNDH,Yze Cpbftcpo,B,O,AXM,LW,2,1,1,0,0
NX-I-IFD-QTF,BKNQH,Hltgpo,C,D,AXM,RB,2,1,3,0,0
P7-I-PJD-FRI2,BKNFF,Yze Cpbftcpo,A,K,YMP,T7,1,1,2,0,0
NX-I-LJV-FRI2,BKNQH,Yze Cpbftcpo,B,G,YMP,RB,2,1,1,0,0
NV-I-XFM-FRI9,BKNRF,Spwo,B,S,YMP,RZ,23,6,2,0,0
XW-I-LFE-RTI1,BKNRG,Yze Cpbftcpo,B,G,PAY,BA,1,1,1,0,0
SU-I-XFH-RTI1,BKNDG,Yze Cpbftcpo,B,S,PAY,WY,2,1,1,0,0
SA-I-LFH-FRI2,BKNQG,Yze Cpbftcpo,D,G,YMP,UN,4,1,1,0,0
LD-I-XZF-RTI2,BKNFI,Yze Cpbftcpo,B,S,PAY,PH,13,3,2,0,1
UQ-I-IFD-FRI5,BKNFG,Hltgpo,B,D,YMP,YU,8,1,2,0,0
FJ-I-IFH-FRI3,BKNRG,Spwo,B,D,YMP,JN,3,2,2,0,0
NV-I-LGJ-QTF,BKNRF,Yze Cpbftcpo,B,G,AXM,RZ,3,1,1,1,1
ST-I-DFM-QTF,BKNFH,Spwo,C,Y,AXM,WX,15,2,7,0,0
HS-I-LEF-FRI4,BKNDH,Yze Cpbftcpo,B,G,YMP,LW,3,1,3,1,0
ZP-I-LJW-QTF,BKNFI,Yze Cpbftcpo,B,G,AXM,DT,1,1,1,1,0
UP-I-PHY-FRI6,BKNQH,Yze Cpbftcpo,A,K,YMP,YT,1,1,1,0,0
PX-I-LIC-QTF,BKNDF,Yze Cpbftcpo,B,G,AXM,TB,2,1,2,0,0
HS-I-VHC-FRI1,BKNDH,Spwo,B,Q,YMP,LW,6,1,2,0,0
YB-I-LHB-FRI3,BKNDH,Yze Cpbftcpo,B,G,YMP,CF,2,1,3,0,0
HS-I-LED-RTI2,BKNDH,Yze Cpbftcpo,B,G,PAY,LW,1,1,1,0,1
NI-I-VFC-FRI5,BKNDG,Hltgpo,B,Q,YMP,RM,2,1,3,0,0
PX-I-VKM-RTI2,BKNDF,Yze Cpbftcpo,B,Q,PAY,TB,3,2,2,0,0
UQ-I-VFT-FRI4,BKNFG,Spwo,B,Q,YMP,YU,28,3,5,1,0
SA-I-WFP-QTF,BKNDG,Yze Cpbftcpo,D,R,AXM,LN,1,1,1,0,1
GJ-I-SRT-QTF,BKNFI,Spwo,B,N,AXM,KN,10,4,8,0,1
SE-I-LGL-FRI3,BKNDG,Yze Cpbftcpo,B,G,YMP,WI,1,1,1,0,0
IA-I-XFF-FRI4,BKNDG,Hltgpo,D,S,YMP,EV,6,1,1,0,1
HN-I-XFI-FRI5,BKNDF,Hltgpo,B,S,YMP,LR,3,1,4,0,0
B4-I-VFJ-FRI1,BKNFF,Spwo,C,Q,YMP,F4,4,1,3,0,0
XU-I-UUW-FRI9,BKNFI,Yze Cpbftcpo,B,P,YMP,BY,11,2,5,1,0
FY-I-IFE-FRI1,BKNDG,Hltgpo,C,D,YMP,JC,19,1,7,0,1
EG-I-VGF-QTF,BKNDG,Spwo,D,Q,AXM,IK,7,1,2,0,0
JL-I-VGY-FRI4,BKNQF,Spwo,C,Q,YMP,NP,26,3,2,0,0
NX-I-LKF-QTF,BKNQH,Yze Cpbftcpo,C,G,AXM,RB,1,1,3,1,0
NX-I-LIE-RTI1,BKNQH,Yze Cpbftcpo,B,G,PAY,RB,2,1,1,0,0
VF-I-TFK-RTI2,BKNRF,Yze Cpbftcpo,B,O,PAY,ZJ,2,1,1,1,0
ST-I-VGZ-QTF,BKNFH,Spwo,B,Q,AXM,WX,29,5,4,0,1
UQ-I-IGM-QTF,BKNFG,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,D,AXM,YU,4,1,6,0,1
ZP-I-IIF-QTF,BKNFI,Hltgpo,C,D,AXM,DT,2,1,5,1,0
NX-I-SFE-FRI2,BKNQH,Hltgpo,B,N,YMP,RB,2,2,2,1,0
NV-I-VHG-FRI2,BKNRF,Spwo,C,Q,YMP,RZ,6,1,2,1,0
UP-I-XFK-RTI6,BKNQH,Yze Cpbftcpo,B,S,PAY,YT,3,1,1,0,1
ST-I-VGP-FRI3,BKNFH,Hltgpo,B,Q,YMP,WX,9,4,1,0,0
FY-I-LHY-QTF,BKNDG,Yze Cpbftcpo,B,G,AXM,JC,1,1,3,0,0
JL-I-VKX-FRI3,BKNQF,Spwo,C,Q,YMP,NP,8,3,7,0,1
PX-I-IJP-QTF,BKNDF,Spwo,C,D,AXM,TB,13,3,7,0,1
OT-I-PIJ-RTI2,BKNQG,Yze Cpbftcpo,A,K,PAY,SX,1,1,1,0,0
ZP-I-IHR-QTF,BKNFI,Spwo,C,D,AXM,DT,1,1,3,1,0
OF-I-XFO-FRI10,BKNDH,Hltgpo,B,S,YMP,SJ,63,4,10,1,1
JL-I-HFK-QTF,BKNQF,Yze Cpbftcpo,B,C,AXM,NP,1,1,1,1,1
JE-I-IFN-QTF,BKNFH,Spwo,C,D,AXM,NI,2,1,5,1,1
OF-I-DGK-QTF,BKNDH,Hltgpo,C,Y,AXM,SJ,10,1,7,0,1
QL-I-IFN-QTF,BKNFH,Spwo,B,D,AXM,UP,1,1,1,0,0
NX-I-WGC-FRI5,BKNQH,Yze Cpbftcpo,A,R,YMP,RB,2,1,2,0,0
XB-I-VFX-FRI3,BKNFH,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,Q,YMP,BF,3,1,2,0,0
FY-I-VFW-RTI2,BKNDG,Yze Cpbftcpo,B,Q,PAY,JC,1,1,1,0,0
NV-I-VHM-FRI2,BKNRF,Spwo,B,Q,YMP,RZ,1,1,1,0,0
YP-I-DFJ-FRI1,BKNFF,Spwo,B,Y,YMP,CT,2,0,4,1,0
JE-I-SFJ-FRI4,BKNFH,Hltgpo,B,N,YMP,NI,1,1,3,0,0
P7-I-LJB-RTI1,BKNFF,Yze Cpbftcpo,B,G,PAY,T7,1,1,1,0,0
YP-I-PIA-QTF,BKNFF,Yze Cpbftcpo,A,K,AXM,CT,1,1,2,0,0
UQ-I-VFA-FRI7,BKNFG,Spwo,B,Q,YMP,YU,14,2,6,1,0
FY-I-XFJ-QTF,BKNDG,Spwo,C,S,AXM,JC,48,5,13,1,1
FJ-I-VFQ-FRI1,BKNRG,Spwo,B,Q,YMP,JN,10,2,4,0,0
FY-I-GFF-FRI1,BKNDG,Spwo,C,B,YMP,JC,22,3,7,0,0
PX-I-VKV-RTI1,BKNDF,Yze Cpbftcpo,B,Q,PAY,TB,1,1,1,0,0
GF-I-LFP-FRI11,BKNRG,Yze Cpbftcpo,B,G,YMP,KJ,2,2,3,0,0
NX-I-WJR-QTF,BKNQH,Yze Cpbftcpo,A,R,AXM,RB,1,1,2,0,0
YM-I-UFG-RTI1,BKNDG,Yze Cpbftcpo,B,P,PAY,CQ,1,1,1,0,1
IY-I-VUZ-QTF,BKNDF,Spwo,D,Q,AXM,YN,4,2,3,0,0
PF-I-VFJ-FRI1,BKNFG,Hltgpo,D,Q,YMP,DY,6,1,1,0,0
NS-I-VFH-RTI5,BKNDG,Yze Cpbftcpo,B,Q,PAY,RW,12,4,4,0,1
O8-I-LFM-RTI2,BKNQF,Yze Cpbftcpo,D,G,PAY,JO,5,2,1,1,0
GW-I-LFN-FRI4,BKNDF,Yze Cpbftcpo,B,G,YMP,KA,10,1,5,1,0
UY-I-VGI-FRI1,BKNFI,Hltgpo,B,Q,YMP,YC,4,1,2,0,1
FW-I-VFD-QTF,BKNDF,Spwo,C,Q,AXM,JA,22,2,7,0,1
RZ-I-HFF-FRI5,BKNQF,Yze Cpbftcpo,B,C,YMP,VD,1,1,1,1,0
FJ-I-TFG-RTI4,BKNRG,Yze Cpbftcpo,B,O,PAY,JN,1,1,1,0,0
GJ-I-VFX-FRI8,BKNFI,Spwo,B,Q,YMP,KN,4,1,1,1,0
JE-I-IFP-QTF,BKNFH,Hltgpo,C,D,AXM,NI,2,1,4,0,0
RC-I-LFI-FRI3,BKNDH,Yze Cpbftcpo,C,G,YMP,VG,5,1,3,0,1
VF-I-XFH-FRI4,BKNRF,Spwo,B,S,YMP,ZJ,40,9,5,1,0
UQ-I-VFD-FRI1,BKNFG,Spwo,B,Q,YMP,YU,10,2,5,0,0
ZP-I-SGV-QTF,BKNFI,Spwo,B,N,AXM,DT,4,2,1,0,0
OF-I-DGI-QTF,BKNDH,Hltgpo,C,Y,AXM,SJ,21,2,6,0,0
ZP-I-IHT-QTF,BKNFI,Spwo,C,D,AXM,DT,9,1,4,0,1
SB-I-DFF-FRI3,BKNFG,Spwo,D,Y,YMP,DY,9,1,2,0,0
NX-I-XFL-FRI3,BKNQH,Spwo,C,S,YMP,RB,40,5,7,1,0
JL-I-JFL-FRI7,BKNQF,Yze Cpbftcpo,B,E,YMP,NP,3,2,2,1,0
YB-I-DUM-FRI7,BKNDH,Spwo,B,Y,YMP,CF,1,0,1,0,0
FW-I-XFO-FRI4,BKNDF,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,S,YMP,JA,2,1,3,1,0
OT-I-IFA-FRI1,BKNQG,Spwo,B,D,YMP,SX,1,1,2,0,0
PX-I-FIV-FRI2,BKNDF,Yze Cpbftcpo,B,A,YMP,TB,2,1,2,0,0
NX-I-FHJ-RTI1,BKNQH,Yze Cpbftcpo,B,A,PAY,RB,1,1,1,0,0
YB-I-VGE-RTI9,BKNDH,Yze Cpbftcpo,B,Q,PAY,CF,44,4,4,1,1
UQ-I-DFK-FRI1,BKNFG,Hltgpo,B,Y,YMP,YU,1,1,2,0,0
NX-I-TFK-RTI1,BKNQH,Yze Cpbftcpo,B,O,PAY,RB,1,1,4,0,0
OT-I-VGC-FRI8,BKNQG,Spwo,B,Q,YMP,SX,2,1,1,0,0
FY-I-XFL-QTF,BKNDG,Spwo,C,S,AXM,JC,44,4,16,1,1
PX-I-TGD-FRI1,BKNDF,Yze Cpbftcpo,B,O,YMP,TB,2,1,3,0,1
YB-I-VHJ-QTF,BKNDH,Hltgpo,A,Q,AXM,CF,1,1,4,0,0
FJ-I-VFS-FRI1,BKNRG,Spwo,B,Q,YMP,JN,2,1,1,0,0
PF-I-VFL-FRI1,BKNFG,Hltgpo,D,Q,YMP,DY,2,1,1,0,0
UN-I-RFH-FRI1,BKNDG,Yze Cpbftcpo,B,M,YMP,YR,1,1,1,0,0
OF-I-RFN-RTI2,BKNDH,Yze Cpbftcpo,B,M,PAY,SJ,2,1,1,1,0
NY-I-FFL-QTF,BKNFI,Spwo,C,A,AXM,RC,13,1,8,0,1
OF-I-VJB-QTF,BKNDH,Hltgpo,C,Q,AXM,SJ,6,1,4,0,0
P7-I-VGO-FRI4,BKNFF,Hltgpo,B,Q,YMP,T7,2,1,2,0,0
U7-I-XFF-FRI5,BKNQG,Spwo,D,S,YMP,AF,4,1,1,0,0
PZ-I-XFF-RTI10,BKNRG,Spwo,B,S,PAY,TD,17,4,1,0,0
NI-I-HGH-FRI5,BKNDG,Yze Cpbftcpo,B,C,YMP,RM,1,1,2,0,0
QM-I-IFK-FRI2,BKNFH,Hltgpo,B,D,YMP,UQ,8,2,3,0,0
JL-I-RSB-FRI1,BKNQF,Yze Cpbftcpo,A,M,YMP,NP,2,2,1,0,0
XB-I-VFW-RTI3,BKNFH,Yze Cpbftcpo,B,Q,PAY,BF,2,1,1,0,0
XS-I-PHQ-QTF,BKNDG,Yze Cpbftcpo,A,K,AXM,BW,1,1,3,0,0
FY-I-IHO-QTF,BKNDG,Spwo,B,D,AXM,JC,2,1,1,0,0
NX-I-RFI-FRI2,BKNQH,Yze Cpbftcpo,A,M,YMP,RB,2,1,2,0,0
GF-I-VGI-FRI14,BKNRG,Spwo,B,Q,YMP,KJ,2,1,1,0,0
JL-I-VKU-FRI1,BKNQF,Spwo,C,Q,YMP,NP,8,1,4,0,0
NI-I-VFL-FRI12,BKNDG,Spwo,C,Q,YMP,RM,6,2,2,1,1
NX-I-LIV-FRI1,BKNQH,Yze Cpbftcpo,B,G,YMP,RB,2,1,3,0,0
ST-I-UFC-FRI1,BKNFH,Yze Cpbftcpo,A,P,YMP,WX,1,1,2,0,0
VG-I-VFN-FRI2,BKNQF,Hltgpo,D,Q,YMP,JO,1,1,2,0,1
FY-I-LHN-FRI1,BKNDG,Yze Cpbftcpo,B,G,YMP,JC,2,1,2,0,0
JL-I-VIV-FRI5,BKNQF,Spwo,C,Q,YMP,NP,9,3,7,0,0
IJ-I-VGZ-FRI1,BKNFH,Spwo,B,Q,YMP,MN,1,1,2,0,0
PJ-I-RFA-FRI4,BKNQG,Yze Cpbftcpo,A,M,YMP,TN,1,1,1,0,0
YB-I-SMK-FRI2,BKNDH,Yze Spwo zc Hltgpo mfe Cpbftcpo,C,N,YMP,CF,11,6,8,0,0
SC-I-DFF-FRI1,BKNFG,Hltgpo,D,Y,YMP,DY,2,1,2,0,0
NX-I-XUK-FRI29,BKNQH,Spwo,B,S,YMP,RB,5,2,1,1,0
JL-I-WSC-FRI9,BKNQF,Yze Cpbftcpo,A,R,YMP,NP,4,1,3,0,0
KW-I-XFH-FRI11,BKNFI,Spwo,C,S,YMP,OA,11,2,2,1,1
HN-I-VFG-FRI11,BKNDF,Hltgpo,B,Q,YMP,LR,4,1,2,0,1
NX-I-PJR-FRI2,BKNQH,Yze Cpbftcpo,A,K,YMP,RB,2,1,2,0,0
LW-I-VFN-QTF,BKNFF,Spwo,C,Q,AXM,PA,12,3,4,0,0
XW-I-IFS-QTF,BKNRG,Spwo,C,D,AXM,BA,2,1,4,0,1
HS-I-VHT-RTI1,BKNDH,Yze Cpbftcpo,B,Q,PAY,LW,10,2,3,0,0
FJ-I-TFH-FRI1,BKNRG,Yze Cpbftcpo,B,O,YMP,JN,3,2,4,0,0
XS-I-LKV-RTI1,BKNDG,Yze Cpbftcpo,B,G,PAY,BW,2,1,1,0,0
GJ-I-DHJ-FRI9,BKNFI,Spwo,B,Y,YMP,KN,3,2,1,1,1
PX-I-TGZ-RTI2,BKNDF,Yze Cpbftcpo,B,O,PAY,TB,1,1,1,0,0
RT-I-WFT-FRI5,BKNQG,Yze Cpbftcpo,A,R,YMP,VX,2,1,2,0,0
ZP-I-DFR-FRI3,BKNFI,Spwo,B,Y,YMP,DT,13,2,2,1,0
OF-I-WII-QTF,BKNDH,Yze Cpbftcpo,A,R,AXM,SJ,1,1,2,0,0
UY-I-VGF-FRI2,BKNFI,Spwo,C,Q,YMP,YC,27,5,8,0,0
UY-I-JFJ-QTF,BKNFI,Yze Cpbftcpo,A,E,AXM,YC,2,1,3,0,0
UP-I-VFT-FRI2,BKNQH,Spwo,C,Q,YMP,YT,9,4,4,1,1
PX-I-XFL-QTF,BKNDF,Spwo,C,S,AXM,TB,60,7,17,1,1
NI-I-VFZ-QTF,BKNDG,Hltgpo,B,Q,AXM,RM,48,5,2,0,1
UN-I-XFH-FRI2,BKNDG,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,S,YMP,YR,5,1,2,0,0
NX-I-QFI-QTF,BKNQH,Yze Cpbftcpo,C,L,AXM,RB,2,1,4,0,0
OF-I-DGQ-QTF,BKNDH,Spwo,C,Y,AXM,SJ,10,2,10,0,0
IY-I-LGM-QTF,BKNFH,Yze Cpbftcpo,D,G,AXM,KD,1,1,1,1,0
LD-I-VGR-FRI1,BKNFI,Hltgpo,B,Q,YMP,PH,3,1,3,0,0
ST-I-LFT-QTF,BKNFH,Yze Cpbftcpo,B,G,AXM,WX,2,1,2,0,1
XW-I-WFM-QTF,BKNRG,Yze Cpbftcpo,B,R,AXM,BA,3,1,2,1,0
P7-I-VGL-FRI12,BKNFF,Hltgpo,B,Q,YMP,T7,2,1,3,0,0
FW-I-HFF-FRI8,BKNDF,Yze Cpbftcpo,B,C,YMP,JA,1,1,1,0,0
YM-I-USN-FRI1,BKNDG,Yze Cpbftcpo,B,P,YMP,CQ,1,0,2,0,0
OT-I-VGY-FRI5,BKNQG,Spwo,B,Q,YMP,SX,1,1,1,0,0
P7-I-PJA-FRI4,BKNFF,Yze Cpbftcpo,A,K,YMP,T7,1,1,1,0,0
PX-I-TGC-RTI1,BKNDF,Yze Cpbftcpo,B,O,PAY,TB,2,1,1,0,0
KN-I-DFO-FRI1,BKNFH,Spwo,B,Y,YMP,OR,6,1,1,0,0
NV-I-VHM-FRI4,BKNRF,Spwo,C,Q,YMP,RZ,2,1,6,0,0
RK-I-FFP-QTF,BKNDG,Yze Cpbftcpo,C,A,AXM,VO,6,1,7,0,1
F2-I-IFF-FRI1,BKNFF,Hltgpo,B,D,YMP,J2,7,2,5,1,1
YP-I-FGH-QTF,BKNFF,Yze Cpbftcpo,C,A,AXM,CT,2,1,4,0,0
XB-I-VFX-FRI5,BKNFH,Hltgpo,B,Q,YMP,BF,3,1,2,0,0
XU-I-DFQ-QTF,BKNFI,Spwo,C,Y,AXM,BY,8,1,4,0,1
NY-I-GFF-FRI1,BKNFI,Spwo,B,B,YMP,RC,7,2,1,0,1
SA-I-XFG-QTF,BKNDG,Spwo,D,S,AXM,EV,7,2,3,0,0
OF-I-LVY-QTF,BKNDH,Yze Cpbftcpo,B,G,AXM,SJ,1,1,4,1,0
PX-I-VLG-FRI1,BKNDF,Spwo,B,Q,YMP,TB,5,1,2,0,0
GJ-I-VGN-FRI14,BKNFI,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,Q,YMP,KN,5,2,3,0,0
PX-I-FIA-QTF,BKNDF,Yze Cpbftcpo,B,A,AXM,TB,4,1,5,0,1
LD-I-IJD-RTI1,BKNFI,Yze Cpbftcpo,B,D,PAY,PH,1,1,1,0,0
SJ-I-LGK-FRI2,BKNFI,Yze Cpbftcpo,B,G,YMP,WN,5,1,5,1,0
OF-I-IJS-QTF,BKNDH,Spwo,C,D,AXM,SJ,1,1,4,0,0
UY-I-VFD-RTI3,BKNFI,Yze Cpbftcpo,B,Q,PAY,YC,1,1,1,1,0
OF-I-VJX-FRI9,BKNDH,Spwo,C,Q,YMP,SJ,33,5,4,1,0
VF-I-DFJ-FRI4,BKNRF,Spwo,B,Y,YMP,ZJ,16,4,4,0,0
7M-I-VFF-FRI6,BKNQF,Yze Spwo zc Hltgpo mfe Cpbftcpo,D,Q,YMP,JO,2,2,2,0,1
OF-I-VJE-FRI2,BKNDH,Hltgpo,B,Q,YMP,SJ,1,1,1,0,0
GH-I-VFH-QTF,BKNQG,Spwo,B,Q,AXM,KL,4,1,4,0,0
YB-I-FGS-RTI1,BKNDH,Yze Cpbftcpo,B,A,PAY,CF,2,1,1,1,1
GW-I-VFB-QTF,BKNDF,Hltgpo,B,Q,AXM,KA,4,1,4,0,0
OF-I-XFN-FRI11,BKNDH,Spwo,B,S,YMP,SJ,25,2,5,1,0
NY-I-VFO-RTI6,BKNFI,Yze Cpbftcpo,B,Q,PAY,RC,2,1,1,1,0
NV-I-XFL-FRI11,BKNRF,Spwo,B,S,YMP,RZ,32,4,4,0,0
OT-I-VIF-FRI6,BKNQG,Hltgpo,B,Q,YMP,SX,1,1,1,0,0
OF-I-TIS-QTF,BKNDH,Yze Cpbftcpo,C,O,AXM,SJ,2,1,5,0,0
SE-I-LGK-FRI2,BKNDG,Yze Cpbftcpo,B,G,YMP,WI,3,1,1,0,0
PF-I-VFH-QTF,BKNFG,Spwo,D,Q,AXM,DY,3,1,5,1,0
FZ-I-TFK-FRI2,BKNFG,Yze Cpbftcpo,B,O,YMP,JD,3,1,2,0,0
NX-I-LHT-RTI1,BKNQH,Yze Cpbftcpo,B,G,PAY,RB,6,1,3,0,0
NX-I-FGB-FRI2,BKNQH,Yze Cpbftcpo,B,A,YMP,RB,3,2,2,0,0
YM-I-JFY-FRI4,BKNDG,Yze Cpbftcpo,A,E,YMP,CQ,1,1,1,0,0
UY-I-PGC-QTF,BKNFI,Yze Cpbftcpo,A,K,AXM,YC,1,1,2,0,0
NX-I-LHP-FRI7,BKNQH,Yze Cpbftcpo,B,G,YMP,RB,1,1,4,1,0
NV-I-VGE-FRI5,BKNRF,Spwo,B,Q,YMP,RZ,37,5,4,0,0
NX-I-PJM-FRI1,BKNQH,Yze Cpbftcpo,A,K,YMP,RB,1,1,2,0,0
LD-I-IKK-QTF,BKNFI,Spwo,C,D,AXM,PH,1,1,3,0,1
ZP-I-IHX-QTF,BKNFI,Spwo,C,D,AXM,DT,3,1,4,0,0
ST-I-LFJ-FRI3,BKNFH,Spwo,B,G,YMP,WX,7,3,1,0,1
QT-I-SFG-QTF,BKNFH,Hltgpo,B,N,AXM,UX,15,5,5,1,0
UY-I-UGL-FRI12,BKNFI,Yze Cpbftcpo,B,P,YMP,YC,1,1,2,1,0
RT-I-VFP-FRI4,BKNQG,Spwo,C,Q,YMP,VX,105,12,9,0,1
NX-I-VLG-QTF,BKNQH,Spwo,B,Q,AXM,RB,4,1,5,0,0
YB-I-VFP-FRI1,BKNDH,Hltgpo,B,Q,YMP,CF,4,2,1,0,0
OF-I-LTO-FRI2,BKNDH,Yze Cpbftcpo,B,G,YMP,SJ,4,1,4,1,0
PF-I-DFI-FRI1,BKNFG,Hltgpo,D,Y,YMP,DY,3,1,2,0,0
YM-I-RFR-FRI6,BKNDG,Yze Cpbftcpo,B,M,YMP,CQ,1,1,1,0,0
PX-I-PIQ-QTF,BKNDF,Yze Cpbftcpo,A,K,AXM,TB,2,1,2,0,0
KW-I-LGL-FRI1,BKNFI,Yze Cpbftcpo,B,G,YMP,OA,2,1,1,0,0
NX-I-XUM-QTF,BKNQH,Spwo,C,S,AXM,RB,53,12,20,0,1
GJ-I-HFF-FRI3,BKNFI,Yze Cpbftcpo,B,C,YMP,KN,1,1,3,1,0
GF-I-LFP-FRI12,BKNRG,Yze Cpbftcpo,B,G,YMP,KJ,2,2,6,0,0
OF-I-LVA-QTF,BKNDH,Yze Cpbftcpo,B,G,AXM,SJ,1,1,3,0,0
GJ-I-VGQ-FRI10,BKNFI,Spwo,C,Q,YMP,KN,28,6,7,0,1
PX-I-VMM-FRI1,BKNDF,Spwo,C,Q,YMP,TB,12,5,3,1,1
NX-I-JFP-FRI1,BKNQH,Yze Cpbftcpo,A,E,YMP,RB,1,1,2,0,0
FJ-I-UFF-FRI8,BKNRG,Yze Cpbftcpo,B,P,YMP,JN,30,4,2,0,0
YM-I-VFG-FRI5,BKNDG,Hltgpo,B,Q,YMP,CQ,4,2,2,1,0
OF-I-IJQ-QTF,BKNDH,Hltgpo,C,D,AXM,SJ,1,1,5,0,0
IB-I-VFX-FRI1,BKNDG,Hltgpo,D,Q,YMP,LN,1,1,1,0,0
PX-I-FIY-QTF,BKNDF,Yze Cpbftcpo,B,A,AXM,TB,1,1,2,1,0
PX-I-WFC-QTF,BKNDF,Yze Cpbftcpo,B,R,AXM,TB,1,1,2,0,0
XS-I-TFH-FRI2,BKNDG,Yze Cpbftcpo,B,O,YMP,BW,1,1,2,0,1
UN-I-VFQ-FRI3,BKNDG,Hltgpo,B,Q,YMP,YR,9,1,4,1,0
U7-I-XFF-FRI3,BKNQG,Spwo,D,S,YMP,AF,1,1,2,0,1
XU-I-IFT-FRI2,BKNFI,Spwo,C,D,YMP,BY,1,1,4,0,0
7L-I-VIF-FRI2,BKNQG,Spwo,D,Q,YMP,WT,6,2,3,1,1
HT-I-WFN-FRI5,BKNDF,Yze Cpbftcpo,C,R,YMP,LX,1,1,4,0,0
FY-I-TFA-FRI1,BKNDG,Yze Cpbftcpo,B,O,YMP,JC,2,1,2,0,0
HS-I-FFX-FRI1,BKNDH,Yze Cpbftcpo,B,A,YMP,LW,1,1,1,0,0
HT-I-JFY-FRI1,BKNDF,Yze Cpbftcpo,B,E,YMP,LX,1,1,2,0,1
NX-I-WJQ-FRI1,BKNQH,Yze Cpbftcpo,A,R,YMP,RB,2,1,1,0,0
FJ-I-VFR-QTF,BKNRG,Spwo,C,Q,AXM,JN,52,8,6,0,1
PX-I-TGE-QTF,BKNDF,Yze Cpbftcpo,B,O,AXM,TB,3,2,4,0,1
LD-I-SJZ-QTF,BKNFI,Hltgpo,B,N,AXM,PH,1,1,1,0,0
PF-I-VFI-QTF,BKNFG,Spwo,D,Q,AXM,DY,4,2,4,1,1
OT-I-WGV-FRI3,BKNQG,Yze Cpbftcpo,A,R,YMP,SX,1,1,1,0,0
